idx,Syll-Type,Premise,Hypothesis,label
108693,2,Some Gambians are not Bartenders and some Gambians are Fingerprint collectors.,Some Fingerprint collectors are Bartenders.,2
108694,2,Some Gambians are not Boilermakers and some Gambians are Fingerprint collectors.,Some Fingerprint collectors are Boilermakers.,2
108695,2,Some Gambians are not Brokerage clerks and some Gambians are Fingerprint collectors.,Some Fingerprint collectors are Brokerage clerks.,2
108696,2,Some Gambians are not Budget analysts and some Gambians are Fingerprint collectors.,Some Fingerprint collectors are Budget analysts.,2
108697,2,Some Gambians are not Carpenters and some Gambians are Fingerprint collectors.,Some Fingerprint collectors are Carpenters.,2
108698,2,Some Gambians are not Cashiers and some Gambians are Fingerprint collectors.,Some Fingerprint collectors are Cashiers.,2
108699,2,Some Gambians are not Chief executives and some Gambians are Fingerprint collectors.,Some Fingerprint collectors are Chief executives.,2
108700,2,Some Gambians are not Childcare workers and some Gambians are Fingerprint collectors.,Some Fingerprint collectors are Childcare workers.,2
108701,2,Some Gambians are not Chiropractors and some Gambians are Fingerprint collectors.,Some Fingerprint collectors are Chiropractors.,2
108702,2,Some Gambians are not Civil engineers and some Gambians are Fingerprint collectors.,Some Fingerprint collectors are Civil engineers.,2
108703,2,Some Gambians are not Clergys and some Gambians are Fingerprint collectors.,Some Fingerprint collectors are Clergys.,2
108704,2,Some Gambians are not Commercial divers and some Gambians are Fingerprint collectors.,Some Fingerprint collectors are Commercial divers.,2
108705,2,Some Georgians are not Bailiffs and some Georgians are Fingerprint collectors.,Some Fingerprint collectors are Bailiffs.,2
108706,2,Some Georgians are not Bakers and some Georgians are Fingerprint collectors.,Some Fingerprint collectors are Bakers.,2
108707,2,Some Georgians are not Barbers and some Georgians are Fingerprint collectors.,Some Fingerprint collectors are Barbers.,2
108708,2,Some Georgians are not Bartenders and some Georgians are Fingerprint collectors.,Some Fingerprint collectors are Bartenders.,2
108709,2,Some Georgians are not Boilermakers and some Georgians are Fingerprint collectors.,Some Fingerprint collectors are Boilermakers.,2
108710,2,Some Georgians are not Brokerage clerks and some Georgians are Fingerprint collectors.,Some Fingerprint collectors are Brokerage clerks.,2
108711,2,Some Georgians are not Budget analysts and some Georgians are Fingerprint collectors.,Some Fingerprint collectors are Budget analysts.,2
108712,2,Some Georgians are not Carpenters and some Georgians are Fingerprint collectors.,Some Fingerprint collectors are Carpenters.,2
108713,2,Some Georgians are not Cashiers and some Georgians are Fingerprint collectors.,Some Fingerprint collectors are Cashiers.,2
108714,2,Some Georgians are not Chief executives and some Georgians are Fingerprint collectors.,Some Fingerprint collectors are Chief executives.,2
108715,2,Some Georgians are not Childcare workers and some Georgians are Fingerprint collectors.,Some Fingerprint collectors are Childcare workers.,2
108716,2,Some Georgians are not Chiropractors and some Georgians are Fingerprint collectors.,Some Fingerprint collectors are Chiropractors.,2
108717,2,Some Georgians are not Civil engineers and some Georgians are Fingerprint collectors.,Some Fingerprint collectors are Civil engineers.,2
108718,2,Some Georgians are not Clergys and some Georgians are Fingerprint collectors.,Some Fingerprint collectors are Clergys.,2
108719,2,Some Georgians are not Commercial divers and some Georgians are Fingerprint collectors.,Some Fingerprint collectors are Commercial divers.,2
108720,2,Some Germans are not Bailiffs and some Germans are Fingerprint collectors.,Some Fingerprint collectors are Bailiffs.,2
108721,2,Some Germans are not Bakers and some Germans are Fingerprint collectors.,Some Fingerprint collectors are Bakers.,2
108722,2,Some Germans are not Barbers and some Germans are Fingerprint collectors.,Some Fingerprint collectors are Barbers.,2
108723,2,Some Germans are not Bartenders and some Germans are Fingerprint collectors.,Some Fingerprint collectors are Bartenders.,2
108724,2,Some Germans are not Boilermakers and some Germans are Fingerprint collectors.,Some Fingerprint collectors are Boilermakers.,2
108725,2,Some Germans are not Brokerage clerks and some Germans are Fingerprint collectors.,Some Fingerprint collectors are Brokerage clerks.,2
108726,2,Some Germans are not Budget analysts and some Germans are Fingerprint collectors.,Some Fingerprint collectors are Budget analysts.,2
108727,2,Some Germans are not Carpenters and some Germans are Fingerprint collectors.,Some Fingerprint collectors are Carpenters.,2
108728,2,Some Germans are not Cashiers and some Germans are Fingerprint collectors.,Some Fingerprint collectors are Cashiers.,2
108729,2,Some Germans are not Chief executives and some Germans are Fingerprint collectors.,Some Fingerprint collectors are Chief executives.,2
108730,2,Some Germans are not Childcare workers and some Germans are Fingerprint collectors.,Some Fingerprint collectors are Childcare workers.,2
108731,2,Some Germans are not Chiropractors and some Germans are Fingerprint collectors.,Some Fingerprint collectors are Chiropractors.,2
108732,2,Some Germans are not Civil engineers and some Germans are Fingerprint collectors.,Some Fingerprint collectors are Civil engineers.,2
108733,2,Some Germans are not Clergys and some Germans are Fingerprint collectors.,Some Fingerprint collectors are Clergys.,2
108734,2,Some Germans are not Commercial divers and some Germans are Fingerprint collectors.,Some Fingerprint collectors are Commercial divers.,2
108735,2,Some Ghanaians are not Bailiffs and some Ghanaians are Fingerprint collectors.,Some Fingerprint collectors are Bailiffs.,2
108736,2,Some Ghanaians are not Bakers and some Ghanaians are Fingerprint collectors.,Some Fingerprint collectors are Bakers.,2
108737,2,Some Ghanaians are not Barbers and some Ghanaians are Fingerprint collectors.,Some Fingerprint collectors are Barbers.,2
108738,2,Some Ghanaians are not Bartenders and some Ghanaians are Fingerprint collectors.,Some Fingerprint collectors are Bartenders.,2
108739,2,Some Ghanaians are not Boilermakers and some Ghanaians are Fingerprint collectors.,Some Fingerprint collectors are Boilermakers.,2
108740,2,Some Ghanaians are not Brokerage clerks and some Ghanaians are Fingerprint collectors.,Some Fingerprint collectors are Brokerage clerks.,2
108741,2,Some Ghanaians are not Budget analysts and some Ghanaians are Fingerprint collectors.,Some Fingerprint collectors are Budget analysts.,2
108742,2,Some Ghanaians are not Carpenters and some Ghanaians are Fingerprint collectors.,Some Fingerprint collectors are Carpenters.,2
108743,2,Some Ghanaians are not Cashiers and some Ghanaians are Fingerprint collectors.,Some Fingerprint collectors are Cashiers.,2
108744,2,Some Ghanaians are not Chief executives and some Ghanaians are Fingerprint collectors.,Some Fingerprint collectors are Chief executives.,2
108745,2,Some Ghanaians are not Childcare workers and some Ghanaians are Fingerprint collectors.,Some Fingerprint collectors are Childcare workers.,2
108746,2,Some Ghanaians are not Chiropractors and some Ghanaians are Fingerprint collectors.,Some Fingerprint collectors are Chiropractors.,2
108747,2,Some Ghanaians are not Civil engineers and some Ghanaians are Fingerprint collectors.,Some Fingerprint collectors are Civil engineers.,2
108748,2,Some Ghanaians are not Clergys and some Ghanaians are Fingerprint collectors.,Some Fingerprint collectors are Clergys.,2
108749,2,Some Ghanaians are not Commercial divers and some Ghanaians are Fingerprint collectors.,Some Fingerprint collectors are Commercial divers.,2
108750,2,Some Gibraltarians are not Bailiffs and some Gibraltarians are Fingerprint collectors.,Some Fingerprint collectors are Bailiffs.,2
108751,2,Some Gibraltarians are not Bakers and some Gibraltarians are Fingerprint collectors.,Some Fingerprint collectors are Bakers.,2
108752,2,Some Gibraltarians are not Barbers and some Gibraltarians are Fingerprint collectors.,Some Fingerprint collectors are Barbers.,2
108753,2,Some Gibraltarians are not Bartenders and some Gibraltarians are Fingerprint collectors.,Some Fingerprint collectors are Bartenders.,2
108754,2,Some Gibraltarians are not Boilermakers and some Gibraltarians are Fingerprint collectors.,Some Fingerprint collectors are Boilermakers.,2
108755,2,Some Gibraltarians are not Brokerage clerks and some Gibraltarians are Fingerprint collectors.,Some Fingerprint collectors are Brokerage clerks.,2
108756,2,Some Gibraltarians are not Budget analysts and some Gibraltarians are Fingerprint collectors.,Some Fingerprint collectors are Budget analysts.,2
108757,2,Some Gibraltarians are not Carpenters and some Gibraltarians are Fingerprint collectors.,Some Fingerprint collectors are Carpenters.,2
108758,2,Some Gibraltarians are not Cashiers and some Gibraltarians are Fingerprint collectors.,Some Fingerprint collectors are Cashiers.,2
108759,2,Some Gibraltarians are not Chief executives and some Gibraltarians are Fingerprint collectors.,Some Fingerprint collectors are Chief executives.,2
108760,2,Some Gibraltarians are not Childcare workers and some Gibraltarians are Fingerprint collectors.,Some Fingerprint collectors are Childcare workers.,2
108761,2,Some Gibraltarians are not Chiropractors and some Gibraltarians are Fingerprint collectors.,Some Fingerprint collectors are Chiropractors.,2
108762,2,Some Gibraltarians are not Civil engineers and some Gibraltarians are Fingerprint collectors.,Some Fingerprint collectors are Civil engineers.,2
108763,2,Some Gibraltarians are not Clergys and some Gibraltarians are Fingerprint collectors.,Some Fingerprint collectors are Clergys.,2
108764,2,Some Gibraltarians are not Commercial divers and some Gibraltarians are Fingerprint collectors.,Some Fingerprint collectors are Commercial divers.,2
108765,2,Some Greeks are not Bailiffs and some Greeks are Fingerprint collectors.,Some Fingerprint collectors are Bailiffs.,2
108766,2,Some Greeks are not Bakers and some Greeks are Fingerprint collectors.,Some Fingerprint collectors are Bakers.,2
108767,2,Some Greeks are not Barbers and some Greeks are Fingerprint collectors.,Some Fingerprint collectors are Barbers.,2
108768,2,Some Greeks are not Bartenders and some Greeks are Fingerprint collectors.,Some Fingerprint collectors are Bartenders.,2
108769,2,Some Greeks are not Boilermakers and some Greeks are Fingerprint collectors.,Some Fingerprint collectors are Boilermakers.,2
108770,2,Some Greeks are not Brokerage clerks and some Greeks are Fingerprint collectors.,Some Fingerprint collectors are Brokerage clerks.,2
